member_id,first_name,last_name,address,local_number,salary,employer,start_date,actively_working,length_worked_yrs
1088,Bob,Davis,454 Fir St,101,55596.0,DEF Ltd,2017-02-14,False,7.326488706365503
1089,Victor,Edwards,532 Birch St,105,54351.0,DEF Ltd,2018-04-07,False,6.184804928131417
1090,Victor,Walker,848 Spruce St,105,51994.0,XYZ Inc,2017-11-11,False,6.587268993839836
1091,Jane,Doe,598 Ash St,105,45371.0,DEF Ltd,2019-08-11,False,4.8405201916495555
1092,Wendy,Mitchell,371 Pine St,102,50278.0,ABC Corp,2019-07-28,False,4.878850102669404
1093,Frank,Hall,198 Willow St,102,60779.0,XYZ Inc,2019-07-25,True,4.887063655030801
1094,Jane,King,711 Elm St,104,58820.0,DEF Ltd,2020-01-20,False,4.396988364134154
1095,Jane,King,773 Elm St,103,62563.0,ABC Corp,2017-09-15,False,6.743326488706366
1096,Jane,Baker,645 Spruce St,103,55181.0,XYZ Inc,2018-03-09,False,6.264202600958248
1097,Hank,Walker,981 Oak St,104,59255.0,ABC Corp,2018-03-18,False,6.239561943874059
1098,Quinn,Baker,149 Willow St,103,56646.0,XYZ Inc,2017-11-22,True,6.5571526351813825
1100,Nick,Gray,146 Oak St,105,46275.0,XYZ Inc,2018-01-21,True,6.392881587953457
1101,Jack,Black,582 Birch St,101,59067.0,XYZ Inc,2018-04-22,True,6.143737166324435
1102,Nick,Brown,828 Willow St,104,53200.0,ABC Corp,2018-02-10,True,6.338124572210814
1103,David,Mitchell,759 Poplar St,104,64793.0,ABC Corp,2018-06-30,True,5.95482546201232
1104,Grace,Smith,690 Spruce St,104,48319.0,DEF Ltd,2020-12-05,False,3.5208761122518824
1105,Rachel,Allen,958 Elm St,104,45686.0,DEF Ltd,2019-01-13,False,5.415468856947296
1106,Bob,Allen,814 Maple St,103,48230.0,ABC Corp,2020-08-28,False,3.79192334017796
1107,Olivia,Brown,495 Spruce St,103,56913.0,DEF Ltd,2019-12-16,True,4.492813141683778
1108,Frank,Davis,166 Maple St,102,62129.0,ABC Corp,2019-01-08,False,5.429158110882957
1109,Jane,Doe,519 Elm St,104,49792.0,ABC Corp,2020-03-02,True,4.2819986310746065
1110,Hank,Johnson,496 Birch St,104,54412.0,ABC Corp,2020-01-20,False,4.396988364134154
1111,Wendy,Edwards,293 Elm St,102,47051.0,ABC Corp,2018-07-02,False,5.949349760438056
1113,Quinn,Scott,258 Cedar St,103,55023.0,ABC Corp,2020-09-21,True,3.7262149212867897
1114,Carol,Green,635 Ash St,104,57974.0,ABC Corp,2017-05-25,True,7.052703627652293
1115,Paul,Lee,458 Oak St,101,60274.0,ABC Corp,2019-09-28,True,4.7091033538672145
1116,Nick,Evans,600 Pine St,103,61323.0,DEF Ltd,2020-06-08,False,4.01368925393566
1117,Frank,Doe,698 Elm St,103,58003.0,DEF Ltd,2019-11-23,False,4.555783709787817
1118,Olivia,Doe,272 Birch St,101,45605.0,ABC Corp,2020-12-21,False,3.477070499657769
1120,Nick,Mitchell,715 Oak St,101,46788.0,DEF Ltd,2020-09-22,False,3.7234770704996576
1121,Hank,Allen,932 Ash St,101,52881.0,XYZ Inc,2020-07-23,False,3.890485968514716
1122,Frank,Mitchell,591 Oak St,101,50278.0,DEF Ltd,2018-07-29,True,5.87542778918549
1123,Rachel,Evans,721 Birch St,105,53032.0,XYZ Inc,2019-03-12,False,5.256673511293634
1124,Eve,Young,351 Elm St,101,61445.0,DEF Ltd,2017-06-23,False,6.973305954825462
1125,Mia,Walker,873 Spruce St,103,51604.0,XYZ Inc,2020-10-10,True,3.67419575633128
1126,Nick,Black,120 Ash St,103,51284.0,XYZ Inc,2019-12-26,False,4.465434633812457
1127,Ivy,Lee,912 Pine St,102,55111.0,ABC Corp,2018-09-10,True,5.757700205338809
1128,Victor,Edwards,412 Spruce St,105,63754.0,XYZ Inc,2017-06-15,True,6.995208761122519
1129,Carol,Young,147 Elm St,104,63967.0,DEF Ltd,2019-09-17,True,4.739219712525667
1131,Eve,Brown,137 Elm St,105,46001.0,XYZ Inc,2017-05-25,False,7.052703627652293
1134,Jack,Green,491 Ash St,103,58265.0,XYZ Inc,2017-07-25,True,6.885694729637235
1135,Jack,Wright,488 Poplar St,105,62739.0,XYZ Inc,2020-01-12,False,4.418891170431212
1136,Uma,Clark,300 Fir St,104,62387.0,DEF Ltd,2018-05-01,False,6.119096509240246
1137,first_name,Johnson,756 Willow St,104,55535.0,XYZ Inc,2018-10-29,True,5.623545516769336
1138,John,Moore,665 Birch St,103,59009.0,XYZ Inc,2020-03-04,False,4.276522929500342
1139,Grace,Evans,515 Poplar St,103,55682.0,ABC Corp,2017-06-04,False,7.025325119780972
1140,Bob,Brown,714 Poplar St,104,64585.0,DEF Ltd,2019-06-03,False,5.02943189596167
1141,Grace,Moore,744 Maple St,101,51515.0,ABC Corp,2019-03-04,False,5.278576317590692
1142,Nick,White,761 Cedar St,104,56191.0,DEF Ltd,2017-05-06,True,7.104722792607803
1143,Bob,Baker,870 Pine St,101,62514.0,DEF Ltd,2017-08-11,False,6.839151266255989
1144,David,Adams,752 Spruce St,102,50948.0,DEF Ltd,2018-06-05,True,6.023271731690623
1145,Nick,Brown,879 Ash St,104,63822.0,XYZ Inc,2020-01-29,False,4.372347707049966
1147,Paul,Smith,318 Ash St,101,61249.0,DEF Ltd,2020-03-06,True,4.271047227926078
1148,Bob,Green,582 Spruce St,103,63096.0,XYZ Inc,2020-05-24,True,4.054757015742642
1149,John,Evans,836 Pine St,103,54075.0,ABC Corp,2018-11-05,True,5.604380561259411
1150,first_name,White,975 Oak St,102,57275.0,ABC Corp,2018-04-07,True,6.184804928131417
1151,Uma,Hall,256 Spruce St,103,50122.0,XYZ Inc,2020-10-30,False,3.619438740588638
1152,Grace,Baker,907 Spruce St,103,52782.0,XYZ Inc,2020-02-11,False,4.336755646817249
1154,Tina,Green,385 Maple St,101,49588.0,ABC Corp,2021-01-03,False,3.4414784394250515
1155,Olivia,Wright,864 Spruce St,105,46709.0,ABC Corp,2020-10-19,False,3.649555099247091
1156,Ivy,Adams,686 Poplar St,104,45181.0,DEF Ltd,2017-09-09,False,6.759753593429158
1157,Eve,Smith,627 Willow St,103,54412.0,DEF Ltd,2017-02-15,False,7.323750855578371
1158,Paul,Brown,966 Willow St,105,48781.0,ABC Corp,2018-11-22,False,5.557837097878165
1159,Paul,Lee,588 Elm St,101,49743.0,ABC Corp,2020-08-14,False,3.8302532511978096
1160,Grace,Brown,975 Spruce St,104,48763.0,XYZ Inc,2019-04-02,True,5.19917864476386
1161,Paul,Edwards,487 Cedar St,104,53276.0,XYZ Inc,2019-05-29,False,5.04312114989733
1162,Jack,Adams,833 Birch St,103,64933.0,ABC Corp,2020-11-26,True,3.5455167693360714
1163,Paul,Davis,924 Maple St,101,58629.0,DEF Ltd,2020-10-30,True,3.619438740588638
1165,Mia,Davis,343 Birch St,102,61259.0,ABC Corp,2018-08-21,False,5.812457221081451
1166,Ivy,Edwards,597 Oak St,102,46547.0,ABC Corp,2019-12-31,False,4.4517453798767965
1167,Paul,Johnson,738 Maple St,104,58407.0,DEF Ltd,2020-11-08,True,3.594798083504449
1170,Rachel,Mitchell,888 Cedar St,103,56506.0,DEF Ltd,2018-08-12,False,5.83709787816564
1172,Jack,Hall,709 Maple St,103,62198.0,XYZ Inc,2019-06-06,False,5.021218343600274
1173,Alice,Brown,289 Birch St,105,63117.0,ABC Corp,2019-01-11,False,5.420944558521561
1175,Sam,White,803 Spruce St,103,57926.0,ABC Corp,2017-04-10,True,7.175906913073238
1176,Jane,Brown,847 Fir St,105,50945.0,XYZ Inc,2020-11-11,False,3.586584531143053
1177,first_name,Allen,236 Willow St,103,60884.0,XYZ Inc,2019-01-07,False,5.431895961670089
1178,Carol,Gray,731 Birch St,105,62100.0,ABC Corp,2019-06-03,True,5.02943189596167
1179,Victor,Davis,747 Fir St,102,45563.0,XYZ Inc,2018-08-19,False,5.817932922655715
1180,Uma,Moore,501 Ash St,104,62106.0,XYZ Inc,2018-03-07,True,6.269678302532512
1181,Eve,Clark,873 Elm St,104,46009.0,XYZ Inc,2018-09-07,False,5.765913757700205
1182,Mia,Evans,161 Elm St,104,62820.0,DEF Ltd,2018-09-08,False,5.763175906913073
1184,Frank,Allen,404 Oak St,104,63305.0,DEF Ltd,2018-09-09,False,5.760438056125941
1185,Wendy,Evans,865 Spruce St,104,47477.0,ABC Corp,2019-08-05,False,4.856947296372348
1187,Jane,Black,438 Pine St,102,47540.0,DEF Ltd,2020-11-08,True,3.594798083504449
1189,John,Mitchell,792 Maple St,102,54719.0,DEF Ltd,2017-01-29,False,7.370294318959616
1190,Bob,Allen,721 Poplar St,101,62218.0,XYZ Inc,2018-01-03,False,6.442162902121835
1191,Jane,Young,848 Ash St,102,56070.0,XYZ Inc,2019-10-20,False,4.648870636550308
1192,Frank,Smith,293 Birch St,102,47178.0,XYZ Inc,2019-05-25,True,5.054072553045859
1193,Nick,Edwards,358 Pine St,101,49440.0,XYZ Inc,2017-01-05,False,7.436002737850787
1194,Mia,Hall,154 Ash St,101,60693.0,XYZ Inc,2018-12-07,True,5.516769336071184
1195,Carol,Brown,590 Oak St,101,62918.0,ABC Corp,2020-08-20,False,3.813826146475017
1196,Olivia,Scott,418 Elm St,102,54803.0,ABC Corp,2020-04-17,False,4.15605749486653
1197,Mia,Brown,330 Oak St,103,57107.0,DEF Ltd,2020-06-07,False,4.016427104722792
1198,Uma,Davis,626 Fir St,105,47407.0,XYZ Inc,2017-10-23,True,6.639288158795345
1199,Kate,Young,534 Pine St,103,52908.0,DEF Ltd,2019-03-08,True,5.2676249144421625
1200,Carol,White,967 Cedar St,104,62672.0,DEF Ltd,2018-12-14,True,5.49760438056126
1201,Olivia,Green,726 Fir St,103,59485.0,XYZ Inc,2021-01-10,False,3.4223134839151266
1202,Uma,Johnson,588 Elm St,102,51561.0,ABC Corp,2018-12-30,False,5.453798767967146
1203,Leo,Gray,935 Pine St,105,54251.0,DEF Ltd,2019-03-12,True,5.256673511293634
1204,Uma,Allen,153 Elm St,104,59685.0,XYZ Inc,2020-06-20,True,3.980835044490075
1206,Hank,Black,210 Willow St,103,63084.0,XYZ Inc,2020-11-06,True,3.600273785078713
1208,Quinn,Black,562 Spruce St,103,47255.0,ABC Corp,2017-08-18,False,6.8199863107460645
1209,Victor,Edwards,171 Birch St,104,64314.0,ABC Corp,2018-08-12,True,5.83709787816564
1210,Paul,Scott,907 Oak St,104,51237.0,XYZ Inc,2019-09-14,True,4.747433264887063
1211,Leo,Mitchell,832 Poplar St,105,50233.0,DEF Ltd,2018-10-11,True,5.672826830937714
1212,Tina,Clark,520 Oak St,105,53631.0,ABC Corp,2017-06-11,False,7.006160164271047
1213,Carol,Baker,111 Fir St,102,58000.0,XYZ Inc,2017-07-09,False,6.929500342231348
1214,Tina,Hall,611 Elm St,101,61947.0,XYZ Inc,2017-09-29,True,6.704996577686516
1215,Alice,Scott,401 Maple St,101,48926.0,ABC Corp,2019-09-02,False,4.780287474332649
1216,Olivia,Walker,679 Ash St,104,45040.0,ABC Corp,2020-01-09,False,4.427104722792608
1217,Uma,King,485 Cedar St,101,63283.0,ABC Corp,2019-01-28,True,5.374401095140315
1218,Grace,Walker,907 Ash St,104,56164.0,ABC Corp,2019-08-13,True,4.8350444900752905
1219,Carol,Lee,881 Maple St,105,60652.0,ABC Corp,2020-01-24,False,4.386036960985626
1222,Paul,Brown,660 Elm St,101,49592.0,XYZ Inc,2020-06-10,True,4.008213552361396
1223,John,Black,228 Birch St,102,48499.0,XYZ Inc,2019-04-21,True,5.147159479808351
1224,Victor,King,956 Spruce St,101,46134.0,XYZ Inc,2020-08-22,True,3.808350444900753
1225,David,Evans,968 Poplar St,103,49968.0,ABC Corp,2019-04-29,False,5.125256673511293
1226,Eve,Wright,107 Maple St,103,46332.0,DEF Ltd,2017-02-25,True,7.29637234770705
1227,first_name,Hall,640 Willow St,103,60863.0,DEF Ltd,2019-11-20,False,4.563997262149213
1228,Victor,Scott,698 Spruce St,103,62887.0,DEF Ltd,2018-01-23,False,6.3874058863791925
1229,Hank,Edwards,714 Willow St,103,49964.0,ABC Corp,2019-10-19,False,4.65160848733744
1231,Alice,Edwards,400 Willow St,104,56643.0,ABC Corp,2017-06-24,True,6.97056810403833
1232,first_name,Hall,869 Elm St,105,63316.0,DEF Ltd,2018-08-19,True,5.817932922655715
1233,Alice,Black,879 Ash St,104,61254.0,ABC Corp,2019-08-16,False,4.826830937713894
1234,Uma,Allen,791 Cedar St,102,46168.0,XYZ Inc,2020-11-01,False,3.6139630390143735
1235,Sam,Smith,608 Fir St,105,56209.0,DEF Ltd,2020-02-12,False,4.334017796030117
1236,first_name,Brown,554 Cedar St,104,58214.0,DEF Ltd,2020-03-23,True,4.224503764544832
1238,Tina,Black,204 Spruce St,105,47110.0,DEF Ltd,2019-07-19,False,4.903490759753593
1239,Grace,Wright,995 Willow St,101,49590.0,ABC Corp,2018-07-20,True,5.900068446269678
1240,Rachel,Doe,280 Oak St,105,58129.0,DEF Ltd,2019-09-11,True,4.75564681724846
1241,Alice,Gray,359 Cedar St,104,64152.0,XYZ Inc,2018-04-30,True,6.121834360027378
1242,Jane,Baker,340 Elm St,101,62035.0,DEF Ltd,2020-06-20,True,3.980835044490075
1243,Victor,Scott,669 Fir St,103,51320.0,DEF Ltd,2019-01-12,False,5.418206707734429
1244,Tina,Smith,770 Willow St,103,52834.0,DEF Ltd,2017-01-14,False,7.411362080766598
1245,Jane,Green,264 Elm St,103,64786.0,DEF Ltd,2020-03-18,True,4.238193018480493
1246,Victor,Baker,758 Elm St,102,46542.0,XYZ Inc,2018-04-21,False,6.146475017111568
1247,David,Adams,516 Elm St,103,63125.0,DEF Ltd,2020-08-21,False,3.811088295687885
1248,Rachel,Mitchell,522 Poplar St,102,58486.0,ABC Corp,2017-11-30,True,6.535249828884326
1249,Jack,Hall,603 Elm St,102,48568.0,ABC Corp,2017-05-14,False,7.082819986310746
1250,David,Allen,489 Spruce St,105,47597.0,DEF Ltd,2018-11-30,False,5.535934291581109
1252,John,Moore,641 Birch St,105,56514.0,DEF Ltd,2018-11-16,False,5.574264202600959
1253,Bob,Smith,617 Cedar St,103,55262.0,XYZ Inc,2020-08-30,True,3.786447638603696
1254,Leo,Mitchell,333 Poplar St,101,52338.0,XYZ Inc,2019-03-04,True,5.278576317590692
1255,David,Allen,130 Fir St,101,58267.0,XYZ Inc,2020-02-04,True,4.355920602327173
1256,Sam,Black,640 Elm St,102,48127.0,DEF Ltd,2019-05-25,True,5.054072553045859
1257,first_name,Walker,634 Fir St,103,46778.0,DEF Ltd,2020-10-10,True,3.67419575633128
1258,Jack,Wright,426 Pine St,102,60618.0,DEF Ltd,2019-03-21,False,5.232032854209446
1259,Kate,Smith,319 Cedar St,103,55880.0,DEF Ltd,2019-05-08,False,5.100616016427105
1260,Victor,Moore,111 Cedar St,103,46558.0,ABC Corp,2017-11-20,True,6.562628336755647
1261,Nick,Edwards,915 Maple St,101,46071.0,ABC Corp,2018-08-23,False,5.806981519507187
1262,Frank,Hall,199 Fir St,104,56935.0,XYZ Inc,2020-11-19,False,3.564681724845996
1263,Frank,Gray,616 Spruce St,101,64463.0,ABC Corp,2018-02-24,False,6.299794661190965
1264,Kate,Baker,974 Elm St,103,49294.0,DEF Ltd,2020-07-12,False,3.920602327173169
1265,David,Walker,402 Oak St,101,46024.0,XYZ Inc,2018-05-27,False,6.047912388774812
1266,first_name,Young,437 Elm St,101,53961.0,XYZ Inc,2017-10-28,True,6.625598904859685
1267,Kate,Hall,105 Oak St,105,49663.0,DEF Ltd,2020-06-16,False,3.991786447638604
1268,John,Allen,660 Willow St,102,56442.0,DEF Ltd,2017-07-01,True,6.951403148528406
1269,John,Black,472 Birch St,102,56074.0,ABC Corp,2019-02-25,False,5.297741273100616
1270,Paul,Brown,274 Spruce St,104,49383.0,XYZ Inc,2020-04-22,True,4.142368240930869
1271,Tina,Gray,570 Fir St,105,55608.0,XYZ Inc,2018-04-21,True,6.146475017111568
1272,Kate,Young,236 Poplar St,105,58850.0,DEF Ltd,2018-06-01,False,6.034223134839151
1273,Sam,Edwards,479 Willow St,104,51941.0,XYZ Inc,2017-05-07,False,7.101984941820671
1274,Alice,Edwards,183 Poplar St,105,52767.0,DEF Ltd,2021-01-15,True,3.4086242299794662
1275,Ivy,Smith,178 Fir St,103,57072.0,XYZ Inc,2020-07-01,False,3.9507186858316223
1277,Leo,Wright,507 Willow St,104,52997.0,DEF Ltd,2020-03-25,True,4.219028062970568
1278,Quinn,Mitchell,972 Ash St,103,52147.0,XYZ Inc,2020-03-08,True,4.265571526351814
1279,Bob,Wright,966 Cedar St,101,50091.0,XYZ Inc,2021-02-04,True,3.353867214236824
1280,Mia,King,345 Spruce St,103,64620.0,XYZ Inc,2019-03-16,False,5.245722108145106
1281,Carol,Wright,842 Willow St,103,56574.0,DEF Ltd,2019-01-27,True,5.377138945927447
1282,Uma,Edwards,160 Cedar St,101,47469.0,ABC Corp,2018-09-09,False,5.760438056125941
1284,Alice,Brown,421 Birch St,104,61403.0,DEF Ltd,2018-09-02,True,5.779603011635865
1285,Hank,Evans,440 Cedar St,102,49337.0,ABC Corp,2017-12-12,True,6.50239561943874
1286,Frank,White,426 Maple St,101,61022.0,DEF Ltd,2019-10-07,True,4.684462696783025
1287,Uma,Young,116 Poplar St,102,59405.0,ABC Corp,2017-10-13,False,6.666666666666667
1288,Jack,Moore,212 Ash St,103,49952.0,DEF Ltd,2017-12-29,True,6.455852156057495
1289,Jane,Smith,208 Cedar St,104,50457.0,ABC Corp,2019-12-18,False,4.487337440109514
1290,Sam,Edwards,732 Poplar St,103,52359.0,XYZ Inc,2017-02-23,True,7.301848049281314
1291,Kate,White,244 Elm St,102,56536.0,DEF Ltd,2020-12-25,True,3.46611909650924
1292,Ivy,Black,943 Ash St,105,47656.0,ABC Corp,2018-12-06,True,5.519507186858316
1293,Kate,Moore,258 Oak St,103,46796.0,XYZ Inc,2017-09-24,True,6.718685831622176
1294,Tina,Johnson,795 Elm St,104,56299.0,DEF Ltd,2021-01-05,False,3.436002737850787
1295,John,Evans,697 Poplar St,104,50840.0,ABC Corp,2018-07-24,False,5.88911704312115
1296,Rachel,Scott,292 Fir St,102,54408.0,DEF Ltd,2019-03-11,True,5.259411362080766
1297,Nick,Mitchell,347 Fir St,103,63457.0,DEF Ltd,2018-06-26,False,5.965776865160849
1298,Ivy,Smith,181 Pine St,103,55248.0,ABC Corp,2017-06-18,False,6.9869952087611225
1299,Eve,Hall,610 Spruce St,104,63850.0,XYZ Inc,2019-09-25,True,4.717316906228611
1300,Wendy,Young,867 Pine St,104,63817.0,XYZ Inc,2019-05-26,False,5.0513347022587265
1301,Wendy,Mitchell,324 Willow St,102,58451.0,ABC Corp,2018-02-20,False,6.310746064339494
1302,Grace,Evans,780 Pine St,102,47394.0,ABC Corp,2020-07-06,True,3.9370294318959616
1303,first_name,Black,492 Ash St,103,49598.0,XYZ Inc,2017-07-22,False,6.893908281998631
1304,Ivy,Green,183 Pine St,103,53976.0,XYZ Inc,2019-03-02,True,5.284052019164956
1305,Wendy,Gray,602 Willow St,101,59754.0,XYZ Inc,2019-04-18,False,5.155373032169747
1306,Kate,Black,675 Pine St,101,54016.0,DEF Ltd,2019-09-28,False,4.7091033538672145
1307,Olivia,Clark,758 Maple St,102,49782.0,DEF Ltd,2020-04-04,False,4.191649555099247
1308,Eve,Moore,858 Elm St,104,59291.0,ABC Corp,2018-02-08,False,6.3436002737850785
1309,Jack,Gray,700 Spruce St,103,60082.0,DEF Ltd,2019-05-27,False,5.048596851471594
1310,Hank,Green,212 Poplar St,103,54263.0,XYZ Inc,2020-12-06,True,3.5181382614647503
1311,Frank,Lee,800 Elm St,103,56161.0,XYZ Inc,2018-08-10,True,5.842573579739904
